execucao,modelo_base,tupla,acuracia,precisao,recall,f1,tempo_treino,tempo_teste,tempo_total,tamanho
6,vgg16,8,0.3933,0.6908415875864143,0.39330000000000004,0.37919051755011723,412.83109402656555,306.1901865005493,719.0212805271149,320101002
7,vgg16,8,0.3881,0.6862376617231897,0.3881,0.37187839315292354,412.6047787666321,306.1411883831024,718.7459671497345,320056374
8,vgg16,8,0.389,0.6985149386938699,0.38900000000000007,0.3766710578108231,412.734979391098,306.4567630290985,719.1917424201965,320066358
9,vgg16,8,0.386,0.6848902570125215,0.386,0.37089162889598826,412.71807980537415,306.26539516448975,718.9834749698639,320059602
10,vgg16,8,0.3921,0.6885873012693136,0.3921,0.3766700080528943,412.6634669303894,306.31517791748047,718.9786448478699,320144610
1,vgg16,12,0.5306,0.7220207399440876,0.5306,0.5298304288657488,415.5039813518524,278.3240051269531,693.8279864788055,798821110
2,vgg16,12,0.5365,0.7263585445256441,0.5365,0.5374093476182548,414.54511857032776,277.1281635761261,691.6732821464539,798641218
3,vgg16,12,0.5348,0.7261007703599068,0.5347999999999999,0.5367993999122309,411.8323121070862,276.65599155426025,688.4883036613464,798605410
4,vgg16,12,0.5322,0.7210694350955054,0.5322,0.5332898298672797,411.93335008621216,276.7418658733368,688.675215959549,798943822
5,vgg16,12,0.5277,0.7192660345309323,0.5277000000000001,0.5273178071723409,411.939222574234,277.13047766685486,689.0697002410889,798920002
6,vgg16,12,0.5308,0.7211244431228097,0.5307999999999999,0.5316132769066106,412.1855790615082,277.0371718406677,689.2227509021759,798731758
7,vgg16,12,0.5332,0.7267066351036742,0.5332000000000001,0.5331924724166814,412.09017729759216,277.49372386932373,689.5839011669159,798822850
8,vgg16,12,0.5328,0.7243018848302623,0.5328,0.5343401678114785,412.04418206214905,277.99597430229187,690.0401563644409,798832450
9,vgg16,12,0.5325,0.7253410280670549,0.5325,0.5340946271848693,413.71254324913025,277.94371509552,691.6562583446503,798725986
10,vgg16,12,0.5332,0.7345684231824408,0.5332,0.5362051196719555,414.73834919929504,278.54646348953247,693.2848126888275,798767806
1,vgg16,20,0.742,0.7628333194218928,0.742,0.7439838350759486,390.92173171043396,322.7496769428253,713.6714086532593,1947303186
2,vgg16,20,0.7439,0.7651735657871446,0.7439000000000001,0.7460282398892144,438.82972240448,331.4670557975769,770.2967782020569,1947240510
3,vgg16,20,0.7449,0.7664375206916774,0.7449000000000001,0.7471162205895455,398.3794674873352,333.9724235534668,732.351891040802,1947131418
4,vgg16,20,0.7452,0.7656327806527979,0.7452,0.7471401417555702,532.7897639274597,323.43500423431396,856.2247681617737,1947161346
5,vgg16,20,0.7392,0.7598758911430693,0.7392000000000001,0.7412465682068436,390.2202126979828,322.93532490730286,713.1555376052856,1947386790
6,vgg16,20,0.7463,0.7671495679944403,0.7463,0.7484851013517763,389.9247581958771,324.752414226532,714.6771724224091,1947150258
7,vgg16,20,0.7456,0.7657313377064351,0.7455999999999999,0.7477303535844222,389.82996702194214,322.632208108902,712.4621751308441,1947274686
8,vgg16,20,0.7454,0.7663142387220954,0.7454,0.747793839082347,389.91176104545593,322.8096191883087,712.7213802337646,1946938398
9,vgg16,20,0.7432,0.7637287005759236,0.7432000000000001,0.7451237695042889,389.9218373298645,323.1513018608093,713.0731391906738,1947319674
10,vgg16,20,0.7433,0.7653101960483427,0.7433,0.7456512255589952,389.8849093914032,324.506432056427,714.3913414478302,1947537798
1,vgg16,32,0.6604,0.7183065975497109,0.6603999999999999,0.6451884024755492,365.5827405452728,288.7518501281738,654.3345906734467,2388287166
2,vgg16,32,0.6666,0.7236955990561602,0.6666,0.6525346231507582,871.2029612064362,321.1887221336365,1192.3916833400726,2388179466
3,vgg16,32,0.6582,0.7160953481583864,0.6582000000000001,0.6429203228374922,1223.8641901016235,371.41223192214966,1595.2764220237732,2388630078
4,vgg16,32,0.6658,0.7199151781405704,0.6658,0.6518577004548948,1330.2089972496033,424.72871565818787,1754.9377129077911,2388500286
5,vgg16,32,0.6625,0.7178572012603885,0.6625000000000001,0.6475940444909157,1720.3540225028992,545.8992712497711,2266.2532937526703,2388458934
6,vgg16,32,0.6652,0.7210431032703004,0.6652,0.6511466290386857,2859.989137649536,728.1085090637207,3588.097646713257,2388264618
