execucao,modelo_base,epoca,acuracia,precisao,recall,f1,erro_treino,erro_teste,tempo_treino,tempo_teste,tempo_total
1,vgg16,1,0.8733,0.8773483852483578,0.8732999999999999,0.8722509956073983,0.5090328038424787,0.4140490637083722,617.9523704051971,45.50305199623108,663.4554224014282
1,vgg16,2,0.894,0.8970355687950005,0.8939999999999999,0.8936308856566264,0.2983153915923575,0.33955658070600714,618.1245403289795,45.49875998497009,663.6233003139496
1,vgg16,3,0.8874,0.8944538212816205,0.8874000000000001,0.8875764540215135,0.22280380502104988,0.3815436122618663,618.4064338207245,45.528648853302,663.9350826740265
1,vgg16,4,0.8947,0.9008777621864695,0.8946999999999999,0.8939961395752889,0.19518410139586156,0.36671760009162746,618.4110996723175,45.51749563217163,663.9285953044891
1,vgg16,5,0.9128,0.9156408261016491,0.9128000000000001,0.9131112942267234,0.16682047588164772,0.3063214487236017,618.1746981143951,45.49738144874573,663.6720795631409
1,vgg16,6,0.8906,0.9008563209741537,0.8906000000000001,0.8919833114944431,0.1566917868890821,0.45837846948842337,618.1697728633881,45.50004768371582,663.6698205471039
1,vgg16,7,0.9043,0.9105349152051352,0.9043000000000001,0.9049440133828497,0.15260919289129887,0.36832593708850775,618.4039781093597,45.53220582008362,663.9361839294434
1,vgg16,8,0.9127,0.9127038942336784,0.9126999999999998,0.9123121654800503,0.11896098034499246,0.3204700057009223,618.4096450805664,45.52003192901611,663.9296770095825
1,vgg16,9,0.9154,0.9169334538801562,0.9154,0.9153940190122654,0.13253053715345367,0.33098975461344143,618.40514087677,45.553613901138306,663.9587547779083
1,vgg16,10,0.9143,0.9155310633233646,0.9142999999999999,0.9141747788047923,0.1035220016239454,0.3499065029678071,618.4440677165985,45.55457663536072,663.9986443519592
1,vgg16,11,0.9189,0.9207815242129802,0.9189,0.9188931151249522,0.10282377903337789,0.3140722607636148,618.4201698303223,45.524954080581665,663.9451239109039
1,vgg16,12,0.9143,0.9168231439919067,0.9143000000000001,0.9140723671456275,0.10422488593775064,0.3369623783762288,618.4427559375763,45.51872897148132,663.9614849090576
1,vgg16,13,0.9221,0.9224124937375893,0.9221,0.9217455825975522,0.09309988604266616,0.2970048669417193,618.176659822464,45.51231813430786,663.6889779567719
1,vgg16,14,0.9245,0.925036713063706,0.9244999999999999,0.9246141154852511,0.08568595611738027,0.290869448120427,618.1796400547028,45.49483847618103,663.6744785308838
1,vgg16,15,0.9139,0.9153000309113677,0.9138999999999997,0.9137384680306404,0.09219956680265305,0.33456474094159283,618.1865019798279,45.50815296173096,663.6946549415588
2,vgg16,1,0.8763,0.8854668205410807,0.8763,0.8774137549346351,0.5124078391076964,0.3963205347395247,618.5429818630219,45.612879514694214,664.1558613777161
2,vgg16,2,0.8943,0.8978161360173431,0.8943000000000001,0.8944265567171243,0.2925753013404739,0.3336258488855544,618.7975351810455,45.614333152770996,664.4118683338165
