execucao,modelo_base,epoca,acuracia,precisao,recall,f1,erro_treino,erro_teste,tempo_treino,tempo_teste,tempo_total
4,inception_v3,1,0.9215,0.9244998011625126,0.9215,0.9220599090279883,0.358347938245977,0.2265932698538349,399.2913556098938,33.910566329956055,433.20192193984985
4,inception_v3,2,0.938,0.9385562179660892,0.9380000000000001,0.9380536861997338,0.16931929879481225,0.1850620432264486,399.36765241622925,33.86429738998413,433.2319498062134
4,inception_v3,3,0.9202,0.9240888844204866,0.9202,0.9201976548041333,0.12305830139190416,0.2501365383671727,399.3426079750061,33.85353875160217,433.1961467266083
4,inception_v3,4,0.932,0.9336569472511647,0.932,0.9319392508803975,0.10122370903018167,0.22334377460513904,399.36842703819275,33.88027262687683,433.2486996650696
4,inception_v3,5,0.9361,0.9371165914274181,0.9361,0.9360495573001403,0.0908344641257592,0.20860005103668589,399.3581681251526,33.85919761657715,433.21736574172974
4,inception_v3,6,0.9399,0.9402502067930962,0.9399,0.9399364606401928,0.08014618363106371,0.20112750349435837,399.3326096534729,33.871936559677124,433.20454621315
4,inception_v3,7,0.93,0.9307716004726186,0.9299999999999999,0.9294098351542905,0.06738511119377287,0.24712946632532937,399.35626673698425,33.84424877166748,433.20051550865173
4,inception_v3,8,0.9386,0.9392104037906546,0.9385999999999999,0.9385732866883275,0.0782713934664836,0.20801477421336112,399.3786458969116,33.83309888839722,433.21174478530884
4,inception_v3,9,0.9453,0.9455872783259188,0.9452999999999999,0.9452828073364978,0.06469999332501389,0.18045773668582463,399.39546513557434,33.927844762802124,433.32330989837646
4,inception_v3,10,0.932,0.934420437574723,0.932,0.932154056704133,0.05942242706517267,0.23136539002702494,399.498831987381,33.87709426879883,433.3759262561798
4,inception_v3,11,0.927,0.9278011379547358,0.9269999999999999,0.9267412058114326,0.06265459088263248,0.2595290189288604,399.5054671764374,34.06394124031067,433.56940841674805
4,inception_v3,12,0.9395,0.9401786781960855,0.9395,0.9395769811243474,0.051727621781263416,0.20717813186703404,399.51363706588745,33.918689489364624,433.4323265552521
4,inception_v3,13,0.9355,0.9358109290289119,0.9354999999999999,0.9352079560057461,0.05485493095104566,0.21465176933557745,399.49133706092834,33.844834089279175,433.3361711502075
4,inception_v3,14,0.9329,0.9334745281084269,0.9328999999999998,0.9327290325301572,0.053148597124707944,0.24808026387528248,399.51288175582886,33.94496178627014,433.457843542099
4,inception_v3,15,0.9326,0.9341431224303604,0.9326000000000001,0.9327047565622493,0.05254957033648772,0.24126137103766773,399.48891615867615,33.98530054092407,433.4742166996002
5,inception_v3,1,0.9159,0.9186302509723389,0.9159,0.9157866649547316,0.35703386486415056,0.25509324973555886,399.2801537513733,33.90729880332947,433.18745255470276
5,inception_v3,2,0.9372,0.9372514018916303,0.9372,0.9368774636403467,0.17183318907333076,0.19319106613517187,399.4920027256012,33.902650356292725,433.3946530818939
5,inception_v3,3,0.9334,0.934403511146418,0.9334,0.9334147780194947,0.12281834900550678,0.2092632042706772,399.5381033420563,33.79111909866333,433.3292224407196
5,inception_v3,4,0.9427,0.9425408082925852,0.9427,0.9424939972167923,0.10416517571410369,0.18434726121793887,399.4034674167633,33.81354093551636,433.21700835227966
5,inception_v3,5,0.937,0.9377907915708302,0.9369999999999999,0.9367517734845847,0.0880201248698594,0.2193802811181659,399.4113440513611,33.86930274963379,433.2806468009949
5,inception_v3,6,0.9397,0.940179931374238,0.9397,0.9396066479542473,0.0818772923732486,0.1919451764411038,399.4125759601593,33.9455463886261,433.3581223487854
5,inception_v3,7,0.9391,0.9400364018851912,0.9391,0.939043589007516,0.07544410506875524,0.20107621400599268,399.417676448822,33.87724733352661,433.29492378234863
5,inception_v3,8,0.9323,0.933620814945006,0.9323,0.9322203673121242,0.06966684962434651,0.23372807004933904,399.3993170261383,33.972455978393555,433.37177300453186
5,inception_v3,9,0.9382,0.9386764221883214,0.9381999999999999,0.9382662195327169,0.06635707721996652,0.2102416449220507,399.4042067527771,33.92454767227173,433.3287544250488
5,inception_v3,10,0.9403,0.9408890295589666,0.9403,0.9404065376766895,0.061365239329033476,0.19848576885689595,399.52824783325195,33.90020513534546,433.4284529685974
5,inception_v3,11,0.9354,0.9356687432386324,0.9353999999999999,0.9348742585998615,0.060571111671988614,0.23044337809180757,399.4196102619171,33.932785749435425,433.35239601135254
5,inception_v3,12,0.9389,0.9395476795467685,0.9389000000000001,0.93909796983582,0.056685707404735546,0.20722441133230354,399.3461046218872,33.88940382003784,433.23550844192505
5,inception_v3,13,0.931,0.9330111484344655,0.9309999999999998,0.9305976913748062,0.053743572069017594,0.2424678508738044,399.40904569625854,33.9088819026947,433.31792759895325
5,inception_v3,14,0.9306,0.9334971691241455,0.9306000000000001,0.9306256080915143,0.051271315974593064,0.23720192548575675,399.3958959579468,33.91874980926514,433.3146457672119
5,inception_v3,15,0.9367,0.9371512392949958,0.9366999999999999,0.9364586991542078,0.0524502641987651,0.21777218459233358,399.42419147491455,33.932589054107666,433.3567805290222
6,inception_v3,1,0.9248,0.9262301820557104,0.9248000000000001,0.9246486733787617,0.35553178796187385,0.21896412142902422,399.0710735321045,33.94805979728699,433.0191333293915
6,inception_v3,2,0.9277,0.9290865998243067,0.9277000000000001,0.9276619614150391,0.16999041194529713,0.22206995429791462,399.4096431732178,33.84605002403259,433.25569319725037
