execucao,modelo_base,epoca,acuracia,precisao,recall,f1,erro_treino,erro_teste,tempo_treino,tempo_teste,tempo_total
1,resnet50,1,0.9199,0.9240161857131006,0.9198999999999999,0.9201567798534747,0.309486521498474,0.2504908618859098,259.0741813182831,23.34225296974182,282.4164342880249
1,resnet50,2,0.9176,0.9229149729660924,0.9176,0.918059706050667,0.14439214276307075,0.2664721468581429,258.90350365638733,23.299532651901245,282.2030363082886
1,resnet50,3,0.9196,0.922846468190321,0.9196000000000002,0.9196991274627419,0.10313762867789897,0.2590629871510252,259.01045060157776,23.34130358695984,282.3517541885376
1,resnet50,4,0.9313,0.9323901454765957,0.9312999999999999,0.9311206027646073,0.08260624155478405,0.2230451242833198,258.83307814598083,23.349346160888672,282.1824243068695
1,resnet50,5,0.9295,0.936135680017429,0.9295,0.9295629143224933,0.07012259266803712,0.2235820213262039,259.0260319709778,23.291049003601074,282.31708097457886
1,resnet50,6,0.9363,0.9364877006590737,0.9363000000000001,0.9359846111382734,0.058142958077914114,0.213557794595821,259.0116684436798,23.301509380340576,282.3131778240204
1,resnet50,7,0.9206,0.9245031835872695,0.9206,0.9206164506816705,0.05504706188741014,0.2811864087287384,259.0071246623993,23.302814245224,282.3099389076233
1,resnet50,8,0.9145,0.9213103829540188,0.9145,0.915367709317976,0.05104327417405136,0.28866082759974876,259.0200698375702,23.219327688217163,282.23939752578735
1,resnet50,9,0.9237,0.9263321494677166,0.9237,0.9237837904785009,0.04974474501855614,0.27565959777352933,259.11522102355957,23.236845016479492,282.35206604003906
1,resnet50,10,0.9302,0.9305928211878426,0.9301999999999999,0.9301033000419308,0.04462195804242588,0.2500581310331067,259.10447239875793,23.237996101379395,282.34246850013733
1,resnet50,11,0.9203,0.9234734422011714,0.9202999999999999,0.9208815750346024,0.04960358585766934,0.28375130344795274,259.11783623695374,23.2151198387146,282.33295607566833
1,resnet50,12,0.9358,0.9361684476891288,0.9357999999999999,0.935590685269282,0.04194781438464208,0.24447440129669407,259.10134196281433,23.242653608322144,282.3439955711365
1,resnet50,13,0.9402,0.9404528639191769,0.9401999999999999,0.9401351964704618,0.048849438703583214,0.2171189530363566,259.14175391197205,23.251895666122437,282.3936495780945
1,resnet50,14,0.9293,0.9304295991093937,0.9292999999999999,0.9287898954670734,0.039145153507118675,0.25229299629602253,259.1412727832794,23.226195573806763,282.3674683570862
1,resnet50,15,0.9157,0.9218865592109313,0.9157,0.9155689280661008,0.03425642622984908,0.3080352126043054,259.128600358963,23.213338136672974,282.341938495636
2,resnet50,1,0.9123,0.9169409363069638,0.9122999999999999,0.9122685695928793,0.3132008907130307,0.26592323117995564,266.4886312484741,23.238489627838135,289.72712087631226
2,resnet50,2,0.9258,0.9278676864951239,0.9258,0.9258218058202015,0.14510571521223353,0.22321563185770302,258.95057344436646,23.23613715171814,282.1867105960846
2,resnet50,3,0.9269,0.9315857532137042,0.9269000000000001,0.9267602206028815,0.09748340373777825,0.24677186044333857,258.96002411842346,23.24216389656067,282.20218801498413
2,resnet50,4,0.926,0.9278696939966545,0.9259999999999999,0.9258022594401366,0.08240879202961846,0.24286004948087886,258.9467725753784,23.322185277938843,282.26895785331726
2,resnet50,5,0.9304,0.9324686968693687,0.9303999999999999,0.9303059444065239,0.06809717340066153,0.23555868335917027,258.9803912639618,23.31178069114685,282.29217195510864
2,resnet50,6,0.9356,0.9367226985994981,0.9356,0.9356653613461254,0.06302759223296057,0.2053760437271263,258.9817419052124,23.321887254714966,282.30362915992737
2,resnet50,7,0.9218,0.9262925752070409,0.9218,0.9220325100282615,0.05392660504585737,0.261020166587226,259.01999592781067,23.31690001487732,282.336895942688
2,resnet50,8,0.935,0.9365726089772466,0.9349999999999999,0.9348022073368026,0.05343726035112234,0.22646312425030937,259.00407552719116,23.303808212280273,282.30788373947144
2,resnet50,9,0.9246,0.9281636144825413,0.9246000000000001,0.9246719610088652,0.04909075917247349,0.2628504499981675,259.0054202079773,23.324290990829468,282.32971119880676
2,resnet50,10,0.9287,0.9299522216508425,0.9287000000000001,0.9286147605172556,0.04508885846394674,0.24313993252153637,258.9732291698456,23.31313920021057,282.28636837005615
2,resnet50,11,0.9369,0.9392288414046389,0.9369,0.937044057549438,0.04246640608281545,0.21193009369735477,258.9832479953766,23.36721181869507,282.35045981407166
2,resnet50,12,0.9347,0.9365799592031122,0.9347,0.934865235360039,0.047062375492242445,0.22841469038136397,259.0220715999603,23.281805992126465,282.3038775920868
2,resnet50,13,0.9343,0.9349332069556906,0.9343,0.9340143855867236,0.04125234437272753,0.22681242982043495,259.05922412872314,23.21018934249878,282.2694134712219
2,resnet50,14,0.9267,0.9294431445305715,0.9267,0.9263117298057726,0.03842892353583718,0.258821214490299,258.9618511199951,23.27197027206421,282.2338213920593
2,resnet50,15,0.9233,0.9260416142211575,0.9233,0.9236957580962194,0.03954771999984294,0.2600057354267639,258.937219619751,23.282665967941284,282.21988558769226
3,resnet50,1,0.9169,0.9190273570153333,0.9169,0.9165575571449166,0.3050232611958633,0.2534656979237931,259.34881114959717,23.11635732650757,282.46516847610474
