execucao,modelo_base,tupla,acuracia,precisao,recall,f1,tempo_treino,tempo_teste,tempo_total,tamanho
1,resnet18,6,0.5879,0.6240632765330945,0.5879,0.5950256743808306,5.211731910705566,5.002242803573608,10.213974714279175,5471222
2,resnet18,6,0.5904,0.625362604905113,0.5904,0.597544525727865,5.153209686279297,5.050291538238525,10.203501224517822,5477750
3,resnet18,6,0.5815,0.6160161119391667,0.5815,0.588072210676378,5.1683349609375,5.0151450634002686,10.183480024337769,5475734
4,resnet18,6,0.5844,0.6183539811362914,0.5844,0.5915526940084822,5.1901915073394775,5.068387746810913,10.25857925415039,5480978
5,resnet18,6,0.5838,0.6201288989127065,0.5838,0.591330591049702,5.129628658294678,5.020842552185059,10.150471210479736,5474786
6,resnet18,6,0.5931,0.6263238212474882,0.5931000000000001,0.599879945515676,5.0634987354278564,4.903391599655151,9.966890335083008,5473838
7,resnet18,6,0.6,0.6317392672959032,0.6000000000000001,0.6060498378689656,5.058363914489746,4.9160473346710205,9.974411249160767,5470730
8,resnet18,6,0.5878,0.6281741546980404,0.5878,0.5953380675139206,5.149189710617065,4.961833715438843,10.111023426055908,5475266
9,resnet18,6,0.5885,0.6263526458778222,0.5885,0.5953594981888013,5.075247764587402,4.924388885498047,9.99963665008545,5471306
10,resnet18,6,0.5814,0.6186105727793216,0.5814,0.5886865190343135,5.122803688049316,4.937543153762817,10.060346841812134,5473718
1,resnet18,8,0.6749,0.6962838140148071,0.6748999999999999,0.6788687612261403,5.9386866092681885,5.216429710388184,11.155116319656372,11010046
2,resnet18,8,0.6804,0.7030521960755716,0.6803999999999999,0.6851051279790432,5.967597484588623,5.250688552856445,11.218286037445068,10997278
3,resnet18,8,0.6755,0.696524362029404,0.6754999999999999,0.67941786208612,5.960376262664795,5.231511116027832,11.191887378692627,11009842
4,resnet18,8,0.6831,0.7058078453972725,0.6830999999999999,0.6870629946201642,5.952785491943359,5.234907150268555,11.187692642211914,11023834
5,resnet18,8,0.6803,0.7010093656099683,0.6803,0.6843796852249897,5.935322523117065,5.22062611579895,11.155948638916016,11021662
6,resnet18,8,0.6783,0.7011594755401648,0.6783,0.6828754377558497,5.931098699569702,5.222658634185791,11.153757333755493,11005750
7,resnet18,8,0.6792,0.7030731634208134,0.6792,0.6832689843208279,5.946049928665161,5.240563154220581,11.186613082885742,11022550
8,resnet18,8,0.6694,0.6911835743718774,0.6694,0.6737129845150888,5.953906297683716,5.227447509765625,11.18135380744934,11023702
9,resnet18,8,0.6793,0.7012390207109855,0.6793,0.6836526682107811,5.947964668273926,5.2332518100738525,11.181216478347778,11013514
10,resnet18,8,0.6742,0.7005592735894994,0.6742,0.6796843670460231,5.952081680297852,5.245043754577637,11.197125434875488,11026018
1,resnet18,12,0.7833,0.7904200301226865,0.7833,0.7851766569692036,6.935746908187866,6.146491765975952,13.082238674163818,34815822
2,resnet18,12,0.7803,0.7858205180344393,0.7803,0.7818013598685793,7.028683185577393,6.325116872787476,13.353800058364868,34891722
3,resnet18,12,0.7875,0.791971430698285,0.7875,0.7887333509846506,6.9179768562316895,6.130734443664551,13.04871129989624,34826382
4,resnet18,12,0.7834,0.788974493968601,0.7834000000000001,0.7849111907259126,7.053201198577881,6.291027545928955,13.344228744506836,34832694
5,resnet18,12,0.7866,0.7909828559935843,0.7866000000000001,0.7879492010279058,7.051207780838013,6.3248419761657715,13.376049757003784,34881642
6,resnet18,12,0.7823,0.7891604568177311,0.7822999999999999,0.7843118101275446,7.037795782089233,6.301623582839966,13.3394193649292,34848858
7,resnet18,12,0.7861,0.7915725394465235,0.7861,0.7877079390320822,7.0309083461761475,6.306469678878784,13.337378025054932,34847214
8,resnet18,12,0.7784,0.7863432596579374,0.7783999999999999,0.7802560154026514,7.0386879444122314,6.319416046142578,13.35810399055481,34894062
9,resnet18,12,0.7835,0.7891706393514082,0.7834999999999999,0.7849841880935249,6.9147021770477295,6.143937826156616,13.058640003204346,34909578
10,resnet18,12,0.7844,0.7899589566867522,0.7844,0.7859358663450008,7.03783106803894,6.287173748016357,13.325004816055298,34848714
1,resnet18,20,0.7909,0.7923749664722317,0.7908999999999999,0.7898678213569459,6.761204957962036,5.852054119110107,12.613259077072144,86274854
2,resnet18,20,0.7968,0.7984875303165103,0.7968,0.7957918214769828,6.811836242675781,6.020607948303223,12.832444190979004,86118866
3,resnet18,20,0.7908,0.7926160076621086,0.7908,0.7899867736239854,6.810404539108276,6.015530824661255,12.825935363769531,86131742
4,resnet18,20,0.7962,0.7988711213779134,0.7962,0.7955853619508779,6.8148133754730225,6.017358064651489,12.832171440124512,86128094
5,resnet18,20,0.7903,0.791624672973383,0.7903,0.789191435349348,6.8202221393585205,6.004828929901123,12.825051069259644,86124998
6,resnet18,20,0.796,0.7989624444404618,0.796,0.795335134649382,6.727686643600464,5.866163730621338,12.593850374221802,86123882
7,resnet18,20,0.7913,0.7926626326507152,0.7913,0.7903239079178619,6.704600811004639,5.85467004776001,12.559270858764648,86229386
8,resnet18,20,0.7972,0.7994653032034571,0.7972,0.7960936045512628,6.698372840881348,5.86390495300293,12.562277793884277,86193626
9,resnet18,20,0.7942,0.7955358490847898,0.7941999999999999,0.7931292000711332,6.704415321350098,5.857604503631592,12.56201982498169,86128670
10,resnet18,20,0.791,0.7924913079086663,0.791,0.7900458605366796,6.707916736602783,5.858587980270386,12.566504716873169,86220242
1,resnet18,32,0.5524,0.5716279206615816,0.5523999999999999,0.5465033964471072,5.393892049789429,4.302478790283203,9.696370840072632,76052746
