execucao,modelo_base,tupla,acuracia,precisao,recall,f1,tempo_treino,tempo_teste,tempo_total,tamanho
8,resnet50,8,0.8051,0.8168947209898214,0.8051,0.8077998353980789,31.82001829147339,27.863507509231567,59.683525800704956,44768374
9,resnet50,8,0.8068,0.8192145616469932,0.8068,0.8097456358577635,31.8298397064209,27.861996173858643,59.69183588027954,44735686
10,resnet50,8,0.806,0.8166353197896166,0.8059999999999998,0.808306224515035,31.819204092025757,27.891894340515137,59.711098432540894,44764786
1,resnet50,12,0.8389,0.8439550244046148,0.8389000000000001,0.8402421129563434,31.566479444503784,27.076276063919067,58.64275550842285,141791662
2,resnet50,12,0.8376,0.842397516548726,0.8375999999999999,0.8388673871280969,31.493194103240967,27.033074617385864,58.52626872062683,141827134
3,resnet50,12,0.8364,0.8416687477301771,0.8364,0.8377329932566189,31.474515199661255,27.12706184387207,58.601577043533325,141749122
4,resnet50,12,0.8364,0.8411427326693239,0.8364,0.8376085937236887,31.50350856781006,27.315046310424805,58.81855487823486,141697090
5,resnet50,12,0.8375,0.8421960970197452,0.8375,0.8387634510676956,31.47969341278076,27.175137758255005,58.65483117103577,141930178
6,resnet50,12,0.8337,0.83847244845299,0.8337,0.8349027789138839,31.515641689300537,27.176604509353638,58.692246198654175,141677986
7,resnet50,12,0.833,0.83735935549489,0.833,0.8341344866553102,31.530189514160156,27.158994913101196,58.68918442726135,141722542
8,resnet50,12,0.8374,0.8423088892943792,0.8374,0.8386263074636437,31.484904050827026,27.206581830978394,58.69148588180542,141759874
9,resnet50,12,0.837,0.8416053676583888,0.837,0.8381757787241474,31.521909475326538,27.22116208076477,58.74307155609131,141921358
10,resnet50,12,0.8342,0.8392021522760652,0.8342,0.835454444579774,31.494036197662354,27.20973825454712,58.70377445220947,141932062
1,resnet50,20,0.8378,0.8389433806322572,0.8378,0.837551298031683,29.073529720306396,24.234102725982666,53.30763244628906,346078466
2,resnet50,20,0.8355,0.8371499438937141,0.8355,0.8354080890646134,28.95802116394043,24.2098388671875,53.16786003112793,345896522
3,resnet50,20,0.8385,0.8396626812944172,0.8385,0.8382533209233614,28.9640634059906,24.235750675201416,53.19981408119202,346157138
4,resnet50,20,0.8379,0.8397302528011712,0.8379000000000001,0.8377853630193124,28.96068787574768,24.202685356140137,53.16337323188782,346137266
5,resnet50,20,0.8379,0.8393847176257768,0.8379,0.8377840651384354,29.007256507873535,24.184738874435425,53.19199538230896,346151918
6,resnet50,20,0.8374,0.8390123584257096,0.8373999999999999,0.8372572437869085,29.0448739528656,24.396596908569336,53.44147086143494,346103822
7,resnet50,20,0.8368,0.8381305807828303,0.8368,0.8366621364756535,29.104992389678955,24.346270322799683,53.45126271247864,346105178
8,resnet50,20,0.8365,0.8382922581588671,0.8365,0.8364177483387379,28.922600269317627,24.192962169647217,53.115562438964844,346058438
9,resnet50,20,0.8383,0.8393142887435795,0.8382999999999999,0.8380135173040889,28.979560613632202,24.232889413833618,53.21245002746582,346243742
10,resnet50,20,0.8381,0.8398953110359679,0.8381000000000001,0.8379677375052964,28.99410128593445,24.22259497642517,53.21669626235962,345978086
1,resnet50,32,0.7429,0.7486996075819804,0.7428999999999999,0.7401818502572499,22.999321460723877,17.814716339111328,40.814037799835205,303918178
2,resnet50,32,0.7484,0.7504520585134103,0.7484,0.7458648997283264,22.981524229049683,17.9043607711792,40.88588500022888,303870466
3,resnet50,32,0.7496,0.7541964625592401,0.7495999999999999,0.7470235548765419,23.00284218788147,17.83980941772461,40.84265160560608,303916582
4,resnet50,32,0.7464,0.7506934806012596,0.7464000000000001,0.7427633290014127,23.00310444831848,17.831310510635376,40.83441495895386,303921346
5,resnet50,32,0.7542,0.75710408806902,0.7542,0.7508603571285539,23.092097520828247,17.844595909118652,40.9366934299469,303927130
6,resnet50,32,0.7494,0.7533320242497494,0.7493999999999998,0.7466525500157841,22.978233575820923,17.85467505455017,40.832908630371094,303875902
7,resnet50,32,0.7475,0.7513150012744647,0.7475,0.7444525918340938,23.016584634780884,17.857929468154907,40.87451410293579,303980554
8,resnet50,32,0.7483,0.7535015081416859,0.7483000000000001,0.745521873363449,23.02129864692688,17.886077165603638,40.90737581253052,303894958
9,resnet50,32,0.7462,0.7494539457818876,0.7462000000000001,0.7434691579459674,23.025256872177124,17.855321884155273,40.8805787563324,303900178
10,resnet50,32,0.7502,0.7543061991528892,0.7502,0.7475325929719306,23.06534433364868,17.879981994628906,40.94532632827759,303973774
1,resnet50,64,0.1081,0.8767503613323921,0.1081,0.03425789235362325,18.166432857513428,10.892787218093872,29.0592200756073,155131026
2,resnet50,64,0.1083,0.8850847115772489,0.1083,0.03466087785035863,18.080679178237915,10.905158042907715,28.98583722114563,155131398
3,resnet50,64,0.1091,0.9017595209258511,0.1091,0.03624009665642178,18.086318492889404,10.909578323364258,28.995896816253662,155131410
4,resnet50,64,0.108,0.8975816614578083,0.10800000000000001,0.03409442537762421,18.088144779205322,10.907991886138916,28.99613666534424,155131818
5,resnet50,64,0.1084,0.8833010317300211,0.10840000000000001,0.034858301153898784,18.102563619613647,10.904048442840576,29.006612062454224,155131362
6,resnet50,64,0.1092,0.8946446387742377,0.1092,0.03659768240480841,18.096231698989868,10.903838157653809,29.000069856643677,155131458
7,resnet50,64,0.109,0.8684261875925179,0.10900000000000001,0.03601453681904599,18.1169490814209,10.913184881210327,29.030133962631226,155131938
8,resnet50,64,0.1092,0.9010029639281685,0.1092,0.03643458790168928,18.095700979232788,10.908959150314331,29.00466012954712,155131638
9,resnet50,64,0.1079,0.8775826779592661,0.1079,0.033871032720265024,18.07068371772766,10.882447481155396,28.953131198883057,155131974
10,resnet50,64,0.1081,0.897582677959266,0.1081,0.03428198696397479,18.150327444076538,10.88715386390686,29.0374813079834,155131350
